port_id,name,country,latitude,longitude
wpi:11410,Charlestown,Saint Kitts and Nevis,17.133333000000000,-62.633333000000000
wpi:11205,Puerto Yabucoa,Puerto Rico,18.050000000000001,-65.833332999999996
wpi:11190,Playa De Humacao,Puerto Rico,18.166667000000000,-65.750000000000000
wpi:11390,Oranjestad,Caribbean Netherlands,17.483332999999998,-62.983333000000002
wpi:14895,Bahia San Nicolas,Peru,-15.250000000000000,-75.233333000000002
wpi:14840,Puerto Ilo,Peru,-17.633333000000000,-71.366667000000007
wpi:15000,Punta Lobitos (Bahia De Huarmey),Peru,-10.100000000000000,-78.166667000000004
wpi:14990,Puerto Supe,Peru,-10.800000000000001,-77.750000000000000
wpi:62635,Port Beringovsky,Russia,63.063055556000002,179.367500000000007
wpi:53360,Mourilyan Harbour,Australia,-17.600000000000001,146.133332999999993
wpi:50045,Kijang,Indonesia,0.850000000000000,104.599999999999994
wpi:49982,Johor,Malaysia,1.433333000000000,103.900000000000006
wpi:14500,Bahia De Valparaiso,Chile,-33.033332999999999,-71.616667000000007
wpi:14425,Lirquen,Chile,-36.716667000000001,-72.983333000000002
wpi:14415,Bahia San Vicente,Chile,-36.733333000000002,-73.166667000000004
wpi:14340,Bahia De Valdivia,Chile,-39.799999999999997,-73.250000000000000
wpi:12585,Itaqui,Brazil,-2.566667000000000,-44.366667000000000
wpi:12560,Manaus,Brazil,-3.133333000000000,-60.016666999999998
wpi:12540,Itacoatiara,Brazil,-3.150000000000000,-58.450000000000003
wpi:11710,Chaguaramas,Trinidad and Tobago,10.683332999999999,-61.649999999999999
wpi:11760,Brighton,Trinidad and Tobago,10.250000000000000,-61.633333000000000
wpi:50017,Jurong Island,Singapore,1.283333000000000,103.733333000000002
wpi:50100,Dabo,Indonesia,-0.500000000000000,104.566666999999995
wpi:14400,Coronel,Chile,-37.033332999999999,-73.166667000000004
wpi:14510,Bahia Quintero (Ventanas),Chile,-32.766666999999998,-71.533332999999999
wpi:14380,Lota,Chile,-37.100000000000001,-73.150000000000006
wpi:14560,Bahia Herradura Guayacan,Chile,-29.966667000000001,-71.366667000000007
wpi:14610,Huasco,Chile,-28.466667000000001,-71.250000000000000
wpi:9355,Altamira,Mexico,22.483332999999998,-97.849999999999994
wpi:11718,Anse Tembladora,Trinidad and Tobago,10.683332999999999,-61.583333000000003
wpi:12485,Porto Santana,Brazil,-0.050000000000000,-51.183332999999998
wpi:11700,Scarborough,Trinidad and Tobago,11.183332999999999,-60.733333000000002
wpi:9370,Tuxpan,Mexico,20.949999999999999,-97.400000000000006
wpi:12275,Puerto De Hierro,Venezuela,10.633333000000000,-62.100000000000001
wpi:11750,Point Lisas Industrial Port,Trinidad and Tobago,10.400000000000000,-61.500000000000000
wpi:13660,Ramallo,Argentina,-33.483333000000002,-60.016666999999998
wpi:14420,Talcahuano,Chile,-36.700000000000003,-73.099999999999994
wpi:14720,Tocopilla,Chile,-22.083333000000000,-70.233333000000002
wpi:11725,Point Lisas Port,Trinidad and Tobago,10.383333000000000,-61.483333000000002
wpi:13640,Villa Constitucion,Argentina,-33.233333000000002,-60.333333000000003
wpi:12510,Santarem,Brazil,-2.416667000000000,-54.716667000000001
wpi:14440,Penco,Chile,-36.716667000000001,-73.000000000000000
wpi:13650,San Nicolas,Argentina,-33.333333000000003,-60.233333000000002
wpi:13690,Puerto Ibicuy,Argentina,-33.750000000000000,-59.183332999999998
wpi:9360,Tampico,Mexico,22.216667000000001,-97.866667000000007
wpi:13670,San Pedro,Argentina,-33.583333000000003,-59.816667000000002
wpi:11720,Port Of Spain,Trinidad and Tobago,10.650000000000000,-61.516666999999998
